gene_symbol	geneid	ensemblid	geneNcbiType	geneDSI	geneDPI	genepLI	uniprotids	protein_classid	protein_class_name	disease_name	diseaseType	diseaseUMLSCUI	diseaseClasses_MSH	diseaseClasses_UMLS_ST	diseaseClasses_DO	diseaseClasses_HPO	numCTsupportingAssociation	numPMIDs	chemicalsIncludedInEvidence	score	yearInitial	yearFinal	evidence_level	evidence_index	diseaseid
FASN	2194	ENSG00000169710	protein-coding	0.425	0.957	1	P49327	DTO_05007624	Enzyme	Thrombocytopenia	disease	C0040034	Hemic and Lymphatic Diseases (C15)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)	0	0		0.4					C0040034
GSK3B	2932	ENSG00000082701	protein-coding	0.377	0.957	0.89836	Q6FI27|P49841	DTO_03300101	Kinase	Atrophies, Muscular	phenotype	C0026846	Nervous System Diseases (C10)|Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)	disease of anatomical entity (7)		0	1		0.4	2008	2008		1	C0026846
QARS1	5859	ENSG00000172053	protein-coding	0.637	0.652	5.8152e-19	P47897|B7Z840	DTO_05007624	Enzyme	Attention Deficit Disorder with Hyperactivity	disease	C1263846	Mental Disorders (F03)	Mental or Behavioral Dysfunction (T048)		Abnormality of the nervous system (00707)	0	1		0.4	2017	2017		1	C1263846
CYCS	54205	ENSG00000172115	protein-coding	0.423	0.913	0.97706	G4XXL9|P99999			Autosomal thrombocytopenia with normal platelets	disease	C5680462		Disease or Syndrome (T047)			0	2		0.4	2008	2014		1	C5680462
MKRN3	7681	ENSG00000179455	protein-coding	0.595	0.739	0.28367	Q13064	DTO_05007624	Enzyme	Genetic central precocious puberty in girl	disease	C5816765		Disease or Syndrome (T047)			0	1		0.4	2013	2013		1	C5816765
RANBP2	5903	ENSG00000153201	protein-coding	0.579	0.739	1	P49792	DTO_05007584	Enzyme modulator	ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT	phenotype	C3551587		Finding (T033)			0	2		0.4	1999	2008		1	C3551587
MECP2	4204	ENSG00000169057	protein-coding	0.405	0.957		Q59FJ6|P51608|A0A140VKC4|D3YJ43	DTO_05007378	Epigenetic regulator	Mental Retardation, X-Linked Nonsyndromic	disease	C3501611	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Nervous System Diseases (C10)	Disease or Syndrome (T047)			0	7		0.4	2004	2020		1	C3501611
UBE2E1	7324	ENSG00000170142	protein-coding	0.722	0.609	0.96186	B7Z306|P51965			Toxic effect of arsenic and its compounds	disease	C0311375	Chemically-Induced Disorders (C25)|Nervous System Diseases (C10)	Injury or Poisoning (T037)			0	1		0.4	2006	2006		1	C0311375
RPS14	6208	ENSG00000164587	protein-coding	0.615	0.652	0.99714	P62263	DTO_05007557	Nucleic acid binding	Carcinoma	disease	C0007097	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)	Neoplasm (02664)	0	1		0.4	2005	2005		1	C0007097
UBE3A	7337	ENSG00000114062	protein-coding	0.422	0.957	1	Q05086|Q9H2G0			Abnormal corpus callosum	disease	C1842581	Pathological Conditions, Signs and Symptoms (C23)	Anatomical Abnormality (T190)		Abnormality of the nervous system (00707)	0	0		0.4					C1842581
QARS1	5859	ENSG00000172053	protein-coding	0.637	0.652	5.8152e-19	B7Z840|P47897	DTO_05007624	Enzyme	Hypoplastic feet	phenotype	C1848673		Finding (T033)		Abnormality of limbs (40064)|Abnormality of the musculoskeletal system (33127)	0	0		0.4					C1848673
EP300	2033	ENSG00000100393	protein-coding	0.42	0.957	1	Q7Z6C1|Q09472			Multicystic dysplastic kidney	disease	C3714581	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Urogenital Diseases (C12)	Disease or Syndrome (T047)		Abnormality of the genitourinary system (00119)	0	1		0.4	2018	2018		1	C3714581
MECP2	4204	ENSG00000169057	protein-coding	0.405	0.957		Q59FJ6|P51608|D3YJ43|A0A140VKC4	DTO_05007378	Epigenetic regulator	Progressive neurodegeneration	phenotype	C1854838	Mental Disorders (F03)	Finding (T033)		Abnormality of the nervous system (00707)	0	1		0.4	2020	2020		1	C1854838
RANBP2	5903	ENSG00000153201	protein-coding	0.579	0.739	1	P49792	DTO_05007584	Enzyme modulator	ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE	disease	C3887494		Disease or Syndrome (T047)	genetic disease (630)|syndrome (225)		0	9		0.4	1993	2012		1	C3887494
RPL5	6125	ENSG00000122406	protein-coding	0.536	0.826	1	P46777|A2RUM7	DTO_05007557	Nucleic acid binding	Hemangioma	disease	C0018916	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the cardiovascular system (01626)|Neoplasm (02664)	0	0		0.4					C0018916
NOTCH1	4851	ENSG00000148400	protein-coding	0.347	0.957	1	P46531			Heart Valve Disease	disease	C0018824	Cardiovascular Diseases (C14)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the cardiovascular system (01626)	0	1		0.4	2011	2011		1	C0018824
MECP2	4204	ENSG00000169057	protein-coding	0.405	0.957		Q59FJ6|P51608|D3YJ43|A0A140VKC4	DTO_05007378	Epigenetic regulator	Delayed motor milestones	phenotype	C1854301	Mental Disorders (F03)	Finding (T033)		Abnormality of the nervous system (00707)	0	0		0.4					C1854301
MDM2	4193	ENSG00000135679	protein-coding	0.363	0.913	1	Q00987|G3XA89|A0A0A8KB75|Q96DS0|A7UKX7|A7UKX8|A7UKX9	DTO_05007557	Nucleic acid binding	ACCELERATED TUMOR FORMATION, SUSCEPTIBILITY TO	phenotype	C3280690		Finding (T033)			0	7		0.4	1992	2013		1	C3280690
CDK6	1021	ENSG00000105810	protein-coding	0.457	0.87	0.99726	Q00534	DTO_03300101	Kinase	Mesothelioma, malignant	disease	C0345967	Neoplasms (C04)|Respiratory Tract Diseases (C08)	Neoplastic Process (T191)	disease of cellular proliferation (14566)	Neoplasm (02664)	0	1		0.4	2015	2015		1	C0345967
NR1H2	7376	ENSG00000131408	protein-coding	0.494	0.87	1.7055e-07	P55055|F1D8P7	DTO_00102000	Nuclear receptor	Bile Duct Obstructions	disease	C0008370	Digestive System Diseases (C06)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the digestive system (25031)	0	1		0.4	2007	2007		1	C0008370
EP300	2033	ENSG00000100393	protein-coding	0.42	0.957	1	Q7Z6C1|Q09472			Nearsightedness	disease	C0027092	Eye Diseases (C11)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the eye (00478)	0	0		0.4					C0027092
CSNK2B	1460	ENSG00000204435	protein-coding	0.493	0.87	0.99996	P67870|N0E4C7|A0A1U9X7J2	DTO_03300101	Kinase	Clinodactyly of feet	disease	C4021770		Congenital Abnormality (T019)		Abnormality of the musculoskeletal system (33127)|Abnormality of limbs (40064)	0	0		0.4					C4021770
DLG4	1742	ENSG00000132535	protein-coding	0.55	0.783	1	P78352|B7Z4H2|B9EGL1|B7Z647	DTO_05007575	Receptor	Abnormality of circulating enzyme level	phenotype	C4023591		Finding (T033)		Abnormality of metabolism/homeostasis (01939)	0	1		0.4	2020	2020		1	C4023591
SMAD3	4088	ENSG00000166949	protein-coding	0.398	0.913	0.99998	Q9P0T0|P84022	DTO_05007542	Transcription factor	cutaneous polyarteritis nodosa	disease	C0343190	Skin and Connective Tissue Diseases (C17)|Cardiovascular Diseases (C14)	Disease or Syndrome (T047)			0	0		0.4					C0343190
PTPN11	5781	ENSG00000179295	protein-coding	0.383	0.913	1	Q06124			Cancer Syndrome, Hereditary	disease	C0027672	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Neoplasms (C04)	Neoplastic Process (T191)			0	0		0.4					C0027672
SUMO1	7341	ENSG00000116030	protein-coding	0.547	0.87	0.63844	P63165			Neoplasm Invasiveness	phenotype	C0027626	Neoplasms (C04)|Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)			0	1		0.4	2004	2004		1	C0027626
TPI1	7167	ENSG00000111669	protein-coding	0.506	0.87	0.87357	Q53HE2|V9HWK1|P60174	DTO_05007624	Enzyme	Osteoporoses	disease	C0029456	Nutritional and Metabolic Diseases (C18)|Musculoskeletal Diseases (C05)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of the musculoskeletal system (33127)	0	1		0.4	2008	2008		1	C0029456
MECP2	4204	ENSG00000169057	protein-coding	0.405	0.957		D3YJ43|A0A140VKC4|P51608|Q59FJ6	DTO_05007378	Epigenetic regulator	Abnormalities, Craniofacial	disease	C0376634	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Musculoskeletal Diseases (C05)	Congenital Abnormality (T019)			0	1		0.4	2009	2009		1	C0376634
UBE3A	7337	ENSG00000114062	protein-coding	0.422	0.957	1	Q05086|Q9H2G0			Abnormalities, Craniofacial	disease	C0376634	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Musculoskeletal Diseases (C05)	Congenital Abnormality (T019)			0	1		0.4	2005	2005		1	C0376634
SUCLG1	8802	ENSG00000163541	protein-coding	0.585	0.739	3.366e-06	P53597			Fatal infantile lactic acidosis co-occurrent with methylmalonic aciduria	disease	C4275183	Nutritional and Metabolic Diseases (C18)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)	Disease or Syndrome (T047)			0	2		0.4	2010	2011		1	C4275183
UBE2E1	7324	ENSG00000170142	protein-coding	0.722	0.609	0.96186	B7Z306|P51965			Other dermatoses	disease	C0029574	Skin and Connective Tissue Diseases (C17)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	1		0.4	2006	2006		1	C0029574
MECP2	4204	ENSG00000169057	protein-coding	0.405	0.957		P51608|D3YJ43|Q59FJ6|A0A140VKC4	DTO_05007378	Epigenetic regulator	Severe underweight in infancy childhood and adolescence (finding)	phenotype	C4305438	Pathological Conditions, Signs and Symptoms (C23)	Finding (T033)			0	0		0.4					C4305438
CDC42	998	ENSG00000070831	protein-coding	0.443	0.87	0.87196	P60953	DTO_05007584	Enzyme modulator	Necrosis	phenotype	C0027540	Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)			0	1		0.4	2009	2009		1	C0027540
SMAD3	4088	ENSG00000166949	protein-coding	0.398	0.913	0.99998	P84022|Q9P0T0	DTO_05007542	Transcription factor	Alcoholic Liver Cirrhosis	disease	C0023891	Pathological Conditions, Signs and Symptoms (C23)|Chemically-Induced Disorders (C25)|Digestive System Diseases (C06)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	1		0.4	2013	2013		1	C0023891
EEF1A1	1915	ENSG00000156508	protein-coding	0.577	0.783	1	P68104|Q6IPS9	DTO_05007624	Enzyme	Epithelioma	disease	C1368683	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)		0	1		0.4	2002	2002		1	C1368683
RAN	5901	ENSG00000132341	protein-coding	0.541	0.87	0.99995	B4DV51|P62826	DTO_05007584	Enzyme modulator	Epithelioma	disease	C1368683	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)		0	2		0.4	2002	2005		1	C1368683
HADHB	3032	ENSG00000138029	protein-coding	0.542	0.826	0.00010519	P55084|F5GZQ3	DTO_05007624	Enzyme	Breast Neoplasms	disease	C1458155	Skin and Connective Tissue Diseases (C17)|Neoplasms (C04)	Neoplastic Process (T191)		Neoplasm (02664)|Abnormality of the breast (00769)	0	1		0.4	2011	2011		1	C1458155
FASN	2194	ENSG00000169710	protein-coding	0.425	0.957	1	P49327	DTO_05007624	Enzyme	Tremors	phenotype	C0040822	Pathological Conditions, Signs and Symptoms (C23)|Nervous System Diseases (C10)	Sign or Symptom (T184)		Abnormality of the nervous system (00707)	0	0		0.4					C0040822
ATXN1	6310	ENSG00000124788	protein-coding	0.515	0.87	1	P54253|Q96FF1			degenerative disorders	disease	C1285162	Pathological Conditions, Signs and Symptoms (C23)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	1		0.4	2017	2017		1	C1285162
HNRNPK	3190	ENSG00000165119	protein-coding	0.481	0.87	0.99995	B4DUQ1|P61978	DTO_05007624	Enzyme	Hypotonia, generalized	phenotype	C1858120	Pathological Conditions, Signs and Symptoms (C23)|Nervous System Diseases (C10)	Finding (T033)		Abnormality of the musculoskeletal system (33127)	0	0		0.4					C1858120
TRAF3	7187	ENSG00000131323	protein-coding	0.52	0.913	1	Q13114|A6NHG8	DTO_05007599	Signaling	Ependymoma	disease	C0014474	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the nervous system (00707)|Neoplasm (02664)	0	0		0.4					C0014474
ACTB	60	ENSG00000075624	protein-coding	0.426	0.913	1	Q1KLZ0|P60709	DTO_05007530	Cellular structure	Esophageal Neoplasm	disease	C0014859	Digestive System Diseases (C06)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)	Abnormality of the digestive system (25031)|Neoplasm (02664)	0	1		0.4	2005	2005		1	C0014859
CDK6	1021	ENSG00000105810	protein-coding	0.457	0.87	0.99726	Q00534	DTO_03300101	Kinase	glioblastoma multiforme adult	disease	C0278878	Neoplasms (C04)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)		0	1		0.4	2010	2010		1	C0278878
CDK6	1021	ENSG00000105810	protein-coding	0.457	0.87	0.99726	Q00534	DTO_03300101	Kinase	Mesothelioma malignant advanced	disease	C0278752		Neoplastic Process (T191)	disease of cellular proliferation (14566)		0	1		0.4	2015	2015		1	C0278752
SMAD3	4088	ENSG00000166949	protein-coding	0.398	0.913	0.99998	P84022|Q9P0T0	DTO_05007542	Transcription factor	Ehlers Danlos Syndrome	disease	C0013720	Cardiovascular Diseases (C14)|Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Hemic and Lymphatic Diseases (C15)|Skin and Connective Tissue Diseases (C17)	Disease or Syndrome (T047)	disease of anatomical entity (7)		0	0		0.4					C0013720
EP300	2033	ENSG00000100393	protein-coding	0.42	0.957	1	Q7Z6C1|Q09472			Hepatoblastoma	disease	C0206624	Neoplasms (C04)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Neoplasm (02664)|Abnormality of the digestive system (25031)	0	0		0.4					C0206624
XIAP	331	ENSG00000101966	protein-coding	0.425	0.913		B2R9R2|P98170	DTO_05007584	Enzyme modulator	LYMPHOPROLIFERATIVE SYNDROME 2	disease	C3554540	Hemic and Lymphatic Diseases (C15)|Immune System Diseases (C20)	Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)		0	0		0.4					C3554540
ALDH18A1	5832	ENSG00000059573	protein-coding	0.502	0.783	0.00012577	P54886	DTO_05007624	Enzyme	SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE	disease	C1849115	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Nervous System Diseases (C10)	Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)		0	0		0.4					C1849115
ACTB	60	ENSG00000075624	protein-coding	0.426	0.913	1	P60709|Q1KLZ0	DTO_05007530	Cellular structure	Neoplasm Invasiveness	phenotype	C0027626	Neoplasms (C04)|Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)			0	1		0.4	2005	2005		1	C0027626
ZBTB16	7704	ENSG00000109906	protein-coding	0.502	0.913	1	Q05516|A0A024R3C6	DTO_05007542	Transcription factor	Neoplasm Invasiveness	phenotype	C0027626	Neoplasms (C04)|Pathological Conditions, Signs and Symptoms (C23)	Pathologic Function (T046)			0	1		0.4	2015	2015		1	C0027626
MECP2	4204	ENSG00000169057	protein-coding	0.405	0.957		P51608|D3YJ43|Q59FJ6|A0A140VKC4	DTO_05007378	Epigenetic regulator	Neurodevelopmental delay	phenotype	C4022738		Finding (T033)		Abnormality of the nervous system (00707)	0	0		0.4					C4022738
ACTB	60	ENSG00000075624	protein-coding	0.426	0.913	1	Q1KLZ0|P60709	DTO_05007530	Cellular structure	Neurodevelopmental delay	phenotype	C4022738		Finding (T033)		Abnormality of the nervous system (00707)	0	0		0.4					C4022738
CSNK2A1	1457	ENSG00000101266	protein-coding	0.495	0.87	1	P68400	DTO_03300101	Kinase	Neurodevelopmental delay	phenotype	C4022738		Finding (T033)		Abnormality of the nervous system (00707)	0	0		0.4					C4022738
PTPN11	5781	ENSG00000179295	protein-coding	0.383	0.913	1	Q06124			Neurofibroma	disease	C0027830	Nervous System Diseases (C10)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	0		0.4					C0027830
NUP98	4928	ENSG00000110713	protein-coding	0.591	0.609	1	P52948	DTO_05007624	Enzyme	HSCR1	phenotype	C3888239		Finding (T033)			0	0		0.4					C3888239
GSK3B	2932	ENSG00000082701	protein-coding	0.377	0.957	0.89836	Q6FI27|P49841	DTO_03300101	Kinase	Neuronal ceroid lipofuscinosis	disease	C0027877	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Nervous System Diseases (C10)|Nutritional and Metabolic Diseases (C18)	Disease or Syndrome (T047)	genetic disease (630)|disease of metabolism (0014667)		0	1		0.4	2013	2013		1	C0027877
NOTCH1	4851	ENSG00000148400	protein-coding	0.347	0.957	1	P46531			Aortic tortuosity	disease	C4025003		Anatomical Abnormality (T190)		Abnormality of the cardiovascular system (01626)	0	0		0.4					C4025003
GSK3B	2932	ENSG00000082701	protein-coding	0.377	0.957	0.89836	Q6FI27|P49841	DTO_03300101	Kinase	Disorders, Organic Mental	disease	C0029227	Mental Disorders (F03)	Mental or Behavioral Dysfunction (T048)	disease of mental health (150)		0	1		0.4	2014	2014		1	C0029227
CDKN1B	1027	ENSG00000111276	protein-coding	0.39	0.957	0.24156	Q6I9V6|P46527			Neoplasm, Uterine	disease	C0042138	Neoplasms (C04)|Urogenital Diseases (C12)	Neoplastic Process (T191)	disease of anatomical entity (7)|disease of cellular proliferation (14566)	Abnormality of the genitourinary system (00119)|Neoplasm (02664)	0	1		0.4	2006	2006		1	C0042138
RANBP2	5903	ENSG00000153201	protein-coding	0.579	0.739	1	P49792	DTO_05007584	Enzyme modulator	HYPP	disease	C0238357	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Musculoskeletal Diseases (C05)|Nutritional and Metabolic Diseases (C18)|Nervous System Diseases (C10)	Disease or Syndrome (T047)	disease of metabolism (0014667)|genetic disease (630)	Abnormality of the nervous system (00707)	0	1		0.4	1993	1993		1	C0238357
HSF1	3297	ENSG00000185122	protein-coding	0.482	0.87	8.5088e-07	Q00613	DTO_05007542	Transcription factor	AMYOTROPHIC LATERAL SCLEROSIS 1	disease	C1862939	Nutritional and Metabolic Diseases (C18)|Nervous System Diseases (C10)	Disease or Syndrome (T047)	genetic disease (630)|disease of anatomical entity (7)		0	1		0.4	2013	2013		1	C1862939
NUP98	4928	ENSG00000110713	protein-coding	0.591	0.609	1	P52948	DTO_05007624	Enzyme	Anemia	disease	C0002871	Hemic and Lymphatic Diseases (C15)	Disease or Syndrome (T047)	disease of anatomical entity (7)	Abnormality of blood and blood-forming tissues (01871)	0	1		0.4	2016	2016		1	C0002871
CSNK2B	1460	ENSG00000204435	protein-coding	0.493	0.87	0.99996	N0E4C7|P67870|A0A1U9X7J2	DTO_03300101	Kinase	Thin upper lip	phenotype	C1865017		Finding (T033)		Abnormality of head or neck (00152)	0	0		0.4					C1865017
RPL5	6125	ENSG00000122406	protein-coding	0.536	0.826	1	A2RUM7|P46777	DTO_05007557	Nucleic acid binding	Wide anterior fontanel	phenotype	C1866134		Finding (T033)		Abnormality of head or neck (00152)|Abnormality of the musculoskeletal system (33127)	0	0		0.4					C1866134
TMSB4X	7114	ENSG00000205542	protein-coding	0.504	0.783		P62328|A2VCK8|Q0P5T0			Motor Neuron Disease	disease	C0085084	Nervous System Diseases (C10)	Disease or Syndrome (T047)	disease of anatomical entity (7)|genetic disease (630)		0	1		0.4	2002	2002		1	C0085084
MECP2	4204	ENSG00000169057	protein-coding	0.405	0.957		P51608|D3YJ43|A0A140VKC4|Q59FJ6	DTO_05007378	Epigenetic regulator	Other specified early childhood psychoses, current or active state	disease	C0154451		Mental or Behavioral Dysfunction (T048)	disease of mental health (150)		0	1		0.4	2012	2012		1	C0154451
NOTCH1	4851	ENSG00000148400	protein-coding	0.347	0.957	1	P46531			Primary Glioblastoma	disease	C1514422	Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	1		0.4	2010	2010		1	C1514422
PTPN11	5781	ENSG00000179295	protein-coding	0.383	0.913	1	Q06124			Myeloid Leukemia Associated with Down Syndrome	disease	C2825149	Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16)|Hemic and Lymphatic Diseases (C15)|Nervous System Diseases (C10)|Neoplasms (C04)	Neoplastic Process (T191)	disease of cellular proliferation (14566)|disease of anatomical entity (7)		0	1		0.4	2017	2017		1	C2825149
